~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~2020-05-03 14:45:07~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
 processID | processName | processCreationTime | CpuUsagePercentage | MemoryUsagePercentage
1607 ::: gvfs-udisks2-volume-monitor ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
1612 ::: gvfs-goa-volume-monitor ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
1616 ::: gvfs-afc-volume-monitor ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
1621 ::: gvfs-mtp-volume-monitor ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
1625 ::: gvfs-gphoto2-volume-monitor ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
1643 ::: ibus-daemon ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1651 ::: ibus-memconf ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1652 ::: ibus-extension-gtk3 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1656 ::: ibus-x11 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1660 ::: ibus-portal ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1665 ::: gvfsd-trash ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1677 ::: evolution-calendar-factory ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1697 ::: gsd-wacom ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1698 ::: gsd-xsettings ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1699 ::: gsd-housekeeping ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1700 ::: gsd-datetime ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1704 ::: gsd-wwan ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1708 ::: gsd-power ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1711 ::: gsd-smartcard ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1712 ::: gsd-sharing ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1725 ::: gsd-media-keys ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1729 ::: gsd-keyboard ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1733 ::: gsd-rfkill ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1746 ::: gsd-sound ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1749 ::: gsd-screensaver-proxy ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1766 ::: gsd-color ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1768 ::: gsd-disk-utility-notify ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1769 ::: gsd-a11y-settings ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1771 ::: evolution-alarm-notify ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1774 ::: gsd-print-notifications ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1779 ::: evolution-addressbook-factory ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1811 ::: tracker-miner-fs ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1855 ::: colord ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1872 ::: gsd-printer ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
1920 ::: ibus-engine-simple ::: 2020-05-03 14:36:48 ::: 0.0 ::: 0.0
2059 ::: seahorse ::: 2020-05-03 14:37:05 ::: 0.0 ::: 0.0
2061 ::: gnome-software ::: 2020-05-03 14:37:05 ::: 0.0 ::: 0.0
2106 ::: pycharm.sh ::: 2020-05-03 14:37:06 ::: 0.0 ::: 0.0
2173 ::: java ::: 2020-05-03 14:37:07 ::: 0.0 ::: 0.0
2190 ::: fwupd ::: 2020-05-03 14:37:08 ::: 0.0 ::: 0.0
2195 ::: boltd ::: 2020-05-03 14:37:08 ::: 0.0 ::: 0.0
2634 ::: fsnotifier64 ::: 2020-05-03 14:37:18 ::: 0.0 ::: 0.0
2873 ::: bash ::: 2020-05-03 14:37:30 ::: 0.0 ::: 0.0
2920 ::: update-notifier ::: 2020-05-03 14:37:47 ::: 0.0 ::: 0.0
3056 ::: kworker/u8:2-events_freezable_power_ ::: 2020-05-03 14:42:17 ::: 0.0 ::: 0.0
3057 ::: kworker/0:0-events ::: 2020-05-03 14:42:22 ::: 0.0 ::: 0.0
3072 ::: kworker/0:3 ::: 2020-05-03 14:42:22 ::: 0.0 ::: 0.0
3107 ::: python3.8 ::: 2020-05-03 14:45:06 ::: 0.0 ::: 0.0

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~2020-05-03 14:42:03~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
processName | processID | processCreationTime | processCpuPercentage | processMemoryPercentage
systemd ::: 1 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kthreadd ::: 2 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
rcu_gp ::: 3 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
rcu_par_gp ::: 4 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/0:0H-kblockd ::: 6 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/0:1-events ::: 7 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/u8:0-events_freezable_power_ ::: 8 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
mm_percpu_wq ::: 9 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ksoftirqd/0 ::: 10 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
rcu_sched ::: 11 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
migration/0 ::: 12 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
idle_inject/0 ::: 13 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
cpuhp/0 ::: 14 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
cpuhp/1 ::: 15 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
idle_inject/1 ::: 16 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
migration/1 ::: 17 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ksoftirqd/1 ::: 18 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/1:0-events ::: 19 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/1:0H-kblockd ::: 20 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
cpuhp/2 ::: 21 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
idle_inject/2 ::: 22 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
migration/2 ::: 23 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ksoftirqd/2 ::: 24 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/2:0H-kblockd ::: 26 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
cpuhp/3 ::: 27 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
idle_inject/3 ::: 28 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
migration/3 ::: 29 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ksoftirqd/3 ::: 30 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/3:0-memcg_kmem_cache ::: 31 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/3:0H-kblockd ::: 32 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kdevtmpfs ::: 33 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
netns ::: 34 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
rcu_tasks_kthre ::: 35 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kauditd ::: 36 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
khungtaskd ::: 37 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
oom_reaper ::: 38 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
writeback ::: 39 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kcompactd0 ::: 40 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ksmd ::: 41 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
khugepaged ::: 42 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/u8:1-events_power_efficient ::: 44 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kintegrityd ::: 135 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kblockd ::: 136 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
blkcg_punt_bio ::: 137 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
tpm_dev_wq ::: 138 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ata_sff ::: 139 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
md ::: 140 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
edac-poller ::: 141 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
devfreq_wq ::: 142 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
watchdogd ::: 143 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/2:1-cgroup_destroy ::: 144 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kswapd0 ::: 147 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/u9:0 ::: 148 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ecryptfs-kthrea ::: 149 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kthrotld ::: 152 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
acpi_thermal_pm ::: 153 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
scsi_eh_0 ::: 154 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
scsi_tmf_0 ::: 155 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
scsi_eh_1 ::: 156 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
scsi_tmf_1 ::: 157 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ipv6_addrconf ::: 161 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
kworker/1:1-events ::: 167 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
kstrp ::: 173 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
kworker/0:2-events ::: 177 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
charger_manager ::: 193 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
kworker/2:2-events ::: 243 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
kworker/1:2-cgroup_destroy ::: 248 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
scsi_eh_2 ::: 249 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
scsi_tmf_2 ::: 250 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
kworker/2:1H-kblockd ::: 252 ::: 2020-05-03 14:36:31 ::: 0.0 ::: 0.0
kworker/1:1H-kblockd ::: 253 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
kworker/0:1H-kblockd ::: 274 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
jbd2/sda1-8 ::: 275 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
ext4-rsv-conver ::: 276 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
kworker/3:1H-kblockd ::: 289 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
systemd-journald ::: 320 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
systemd-udevd ::: 335 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
kworker/0:3-events ::: 339 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
irq/18-vmwgfx ::: 340 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
ttm_swap ::: 341 ::: 2020-05-03 14:36:32 ::: 0.0 ::: 0.0
loop0 ::: 343 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop1 ::: 349 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop2 ::: 368 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop3 ::: 381 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop4 ::: 382 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop5 ::: 385 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop6 ::: 396 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop7 ::: 399 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop8 ::: 406 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop9 ::: 407 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop10 ::: 408 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop11 ::: 409 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop12 ::: 410 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop13 ::: 411 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop14 ::: 412 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop15 ::: 413 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop16 ::: 414 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop17 ::: 415 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
iprt-VBoxWQueue ::: 418 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop18 ::: 431 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
cryptd ::: 432 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop19 ::: 433 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
loop20 ::: 444 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
kworker/3:3-events ::: 485 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
systemd-resolved ::: 581 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
networkd-dispat ::: 605 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
udisksd ::: 608 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
dbus-daemon ::: 619 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
NetworkManager ::: 623 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
avahi-daemon ::: 626 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
systemd-logind ::: 629 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
accounts-daemon ::: 635 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
wpa_supplicant ::: 638 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
cron ::: 639 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
rsyslogd ::: 642 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
ModemManager ::: 646 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
acpid ::: 653 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
irqbalance ::: 655 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
cupsd ::: 657 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
snapd ::: 660 ::: 2020-05-03 14:36:33 ::: 0.0 ::: 0.0
avahi-daemon ::: 674 ::: 2020-05-03 14:36:34 ::: 0.0 ::: 0.0
dbus ::: 680 ::: 2020-05-03 14:36:34 ::: 0.0 ::: 0.0
cups-browsed ::: 682 ::: 2020-05-03 14:36:34 ::: 0.0 ::: 0.0
polkitd ::: 689 ::: 2020-05-03 14:36:34 ::: 0.0 ::: 0.0
unattended-upgr ::: 763 ::: 2020-05-03 14:36:35 ::: 0.0 ::: 0.0
whoopsie ::: 837 ::: 2020-05-03 14:36:36 ::: 0.0 ::: 0.0
kerneloops ::: 841 ::: 2020-05-03 14:36:36 ::: 0.0 ::: 0.0
kerneloops ::: 847 ::: 2020-05-03 14:36:36 ::: 0.0 ::: 0.0
VBoxClient ::: 1153 ::: 2020-05-03 14:36:41 ::: 0.0 ::: 0.0
VBoxClient ::: 1154 ::: 2020-05-03 14:36:41 ::: 0.0 ::: 0.0
gdm3 ::: 1195 ::: 2020-05-03 14:36:41 ::: 0.0 ::: 0.0
VBoxService ::: 1205 ::: 2020-05-03 14:36:41 ::: 0.0 ::: 0.0
gdm-session-worker ::: 1223 ::: 2020-05-03 14:36:41 ::: 0.0 ::: 0.0
systemd ::: 1228 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
(sd-pam) ::: 1229 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
pulseaudio ::: 1241 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
gnome-keyring-daemon ::: 1244 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
gdm-x-session ::: 1248 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
Xorg ::: 1251 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
rtkit-daemon ::: 1260 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
dbus-daemon ::: 1263 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
gnome-session-binary ::: 1267 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
VBoxClient ::: 1343 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
VBoxClient ::: 1344 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
VBoxClient ::: 1353 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
VBoxClient ::: 1354 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
VBoxClient ::: 1361 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
VBoxClient ::: 1362 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
VBoxClient ::: 1367 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
VBoxClient ::: 1368 ::: 2020-05-03 14:36:42 ::: 0.0 ::: 0.0
ssh-agent ::: 1381 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
gvfsd ::: 1401 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
gvfsd-fuse ::: 1407 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
at-spi-bus-launcher ::: 1444 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
dbus-daemon ::: 1449 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
xdg-desktop-portal ::: 1457 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
at-spi2-registryd ::: 1461 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
xdg-document-portal ::: 1468 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
xdg-permission-store ::: 1473 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
xdg-desktop-portal-gtk ::: 1482 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
dconf-service ::: 1491 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
gnome-session-ctl ::: 1510 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
gnome-session-binary ::: 1516 ::: 2020-05-03 14:36:43 ::: 0.0 ::: 0.0
gnome-shell ::: 1539 ::: 2020-05-03 14:36:44 ::: 0.0 ::: 0.0
kworker/1:3-events ::: 1568 ::: 2020-05-03 14:36:45 ::: 0.0 ::: 0.0
gnome-shell-calendar-server ::: 1570 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
evolution-source-registry ::: 1574 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
goa-daemon ::: 1582 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
upowerd ::: 1583 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
gvfsd-metadata ::: 1584 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
goa-identity-service ::: 1598 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
gvfs-udisks2-volume-monitor ::: 1607 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
gvfs-goa-volume-monitor ::: 1612 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
gvfs-afc-volume-monitor ::: 1616 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
gvfs-mtp-volume-monitor ::: 1621 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
gvfs-gphoto2-volume-monitor ::: 1625 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
packagekitd ::: 1629 ::: 2020-05-03 14:36:46 ::: 0.0 ::: 0.0
ibus-daemon ::: 1643 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
ibus-memconf ::: 1651 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
ibus-extension-gtk3 ::: 1652 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
ibus-x11 ::: 1656 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
ibus-portal ::: 1660 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gvfsd-trash ::: 1665 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
evolution-calendar-factory ::: 1677 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-wacom ::: 1697 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-xsettings ::: 1698 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-housekeeping ::: 1699 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-datetime ::: 1700 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-wwan ::: 1704 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-power ::: 1708 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-smartcard ::: 1711 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-sharing ::: 1712 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-media-keys ::: 1725 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-keyboard ::: 1729 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-rfkill ::: 1733 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-sound ::: 1746 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-screensaver-proxy ::: 1749 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-color ::: 1766 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-disk-utility-notify ::: 1768 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-a11y-settings ::: 1769 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
evolution-alarm-notify ::: 1771 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-print-notifications ::: 1774 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
evolution-addressbook-factory ::: 1779 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
tracker-miner-fs ::: 1811 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
colord ::: 1855 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
gsd-printer ::: 1872 ::: 2020-05-03 14:36:47 ::: 0.0 ::: 0.0
ibus-engine-simple ::: 1920 ::: 2020-05-03 14:36:48 ::: 0.0 ::: 0.0
seahorse ::: 2059 ::: 2020-05-03 14:37:05 ::: 0.0 ::: 0.0
gnome-software ::: 2061 ::: 2020-05-03 14:37:05 ::: 0.0 ::: 0.0
pycharm.sh ::: 2106 ::: 2020-05-03 14:37:06 ::: 0.0 ::: 0.0
java ::: 2173 ::: 2020-05-03 14:37:07 ::: 115.7 ::: 0.0
fwupd ::: 2190 ::: 2020-05-03 14:37:08 ::: 0.0 ::: 0.0
boltd ::: 2195 ::: 2020-05-03 14:37:08 ::: 0.0 ::: 0.0
kworker/1:4-cgroup_destroy ::: 2632 ::: 2020-05-03 14:37:18 ::: 0.0 ::: 0.0
kworker/1:5 ::: 2633 ::: 2020-05-03 14:37:18 ::: 0.0 ::: 0.0
fsnotifier64 ::: 2634 ::: 2020-05-03 14:37:18 ::: 0.0 ::: 0.0
bash ::: 2873 ::: 2020-05-03 14:37:30 ::: 0.0 ::: 0.0
update-notifier ::: 2920 ::: 2020-05-03 14:37:47 ::: 0.0 ::: 0.0
python3.8 ::: 3054 ::: 2020-05-03 14:42:02 ::: 92.2 ::: 0.0

~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~2020-05-03 14:42:03~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
processName | processID | processCreationTime | processCpuPercentage | processMemoryPercentage
systemd ::: 1 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kthreadd ::: 2 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
rcu_gp ::: 3 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
rcu_par_gp ::: 4 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/0:0H-kblockd ::: 6 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/0:1-events ::: 7 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/u8:0-events_freezable_power_ ::: 8 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
mm_percpu_wq ::: 9 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ksoftirqd/0 ::: 10 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
rcu_sched ::: 11 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
migration/0 ::: 12 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
idle_inject/0 ::: 13 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
cpuhp/0 ::: 14 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
cpuhp/1 ::: 15 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
idle_inject/1 ::: 16 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
migration/1 ::: 17 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ksoftirqd/1 ::: 18 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/1:0-events ::: 19 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/1:0H-kblockd ::: 20 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
cpuhp/2 ::: 21 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
idle_inject/2 ::: 22 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
migration/2 ::: 23 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
ksoftirqd/2 ::: 24 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
kworker/2:0H-kblockd ::: 26 ::: 2020-05-03 14:36:30 ::: 0.0 ::: 0.0
